Quelle plage d'adresses privées la RFC 1918 réserve-t-elle dans la classe C ?;10.0.0.0/8;172.16.0.0/12;100.64.0.0/10;192.168.0.0/16;5;La RFC 1918 réserve 10.0.0.0/8 (classe A), 172.16.0.0 à 172.31.255.255 (classe B) et 192.168.0.0/16 (classe C).
Quel mécanisme faut-il pour faire communiquer deux réseaux en adresses privées ?;Le NAT (Network Address Translation);Le subnetting;Le routage statique;Le protocole ICMP;2;La translation d'adresses NAT est nécessaire, car aucune garantie d'unicité des adresses ne peut être assurée entre deux organisations utilisant des adresses privées.
Quel est le masque de réseau par défaut d'une adresse de classe B ?;255.255.255.255;255.0.0.0;255.255.0.0;255.255.255.0;4;Le masque par défaut de la classe B est 255.255.0.0 (ou /16), classe A : 255.0.0.0, classe C : 255.255.255.0.
Comment obtient-on l'adresse du réseau à partir d'une adresse d'hôte ?;En soustrayant le masque de l'adresse;En inversant les bits;En additionnant l'adresse et le masque;En effectuant un ET logique entre l'adresse et le masque de sous-réseau;5;Le ET logique bit à bit entre l'adresse de l'hôte et le masque de sous-réseau donne l'adresse du réseau (1 et 1 = 1, sinon 0).
Une adresse de diffusion dirigée peut-elle être une adresse source ?;Oui;Non, elle est toujours adresse de destination;Seulement avec DHCP;Oui, mais uniquement en classe C;3;L'adresse de diffusion dirigée (host-id tout à 1) n'est jamais une adresse source, toujours une adresse de destination.
Que permet l'adresse de diffusion limitée 255.255.255.255 ?;De faire du multicast;De réduire la diffusion au réseau local sans franchir de routeur;D'identifier la passerelle par défaut;De diffuser sur tout Internet;3;L'adresse 255.255.255.255 réduit la diffusion au réseau local lui-même, sans franchir de routeur de niveau 3.
Quel protocole gère les groupes de multidiffusion (adresses de classe D) ?;RARP;ARP;ICMP;IGMP (Internet Group Management Protocol);5;La multidiffusion utilise IGMP pour la gestion des groupes, il ne faut pas le confondre avec ICMP qui signale les erreurs.
Comme quoi l'adresse 0.0.0.0 est-elle utilisée dans une table de routage ?;Comme adresse de multicast;Comme adresse de broadcast;Comme entrée du routeur (passerelle) par défaut;Comme adresse de bouclage;4;Dans une table de routage, 0.0.0.0 indique l'entrée du routeur par défaut (passerelle par défaut), elle ne peut être qu'une adresse source.
Quel est le principe du subnetting (RFC 950) ?;Diviser le champ host-id en subnetwork-id et host-id, ajoutant un 3e niveau hiérarchique;Fusionner plusieurs réseaux en un seul;Éliminer le concept de classe;Chiffrer les adresses;2;Le subnetting ajoute un 3e niveau hiérarchique en divisant le champ host-id en deux parties : le subnetwork-id (identifie le segment) et le host-id.
La structure de sous-réseaux d'une entité est-elle visible sur Internet ?;Oui, en classe C uniquement;Oui, tous les routeurs la voient;Non, sauf avec RIPv1;Non, seul le routeur local différencie les sous-réseaux;5;La structure de sous-réseaux n'est pas visible de l'extérieur, Internet route sur le Network-id parent aligné sur l'octet, seul le routeur local différencie les sous-réseaux.
