"Quel était le problème de diagnostic dans les années 80 pour l'accès aux grands systèmes centraux ?","Il s'agissait de savoir si c'était le système, le réseau ou l'utilisateur qui était en panne (avec une préférence marquée pour ce dernier) ; les outils étaient réservés aux constructeurs, très propriétaires, avec un champ de vision limité (pas de regard efficace à la fois sur l'ordinateur central, le réseau et les applications)."
"Comment l'ISO, CMIP et SNMP se situent-ils les uns par rapport aux autres ?","L'ISO a généralisé l'administration des réseaux en cinq volets, en organisant l'information dans la MIB (Management Information Base) et en modélisant les requêtes selon le protocole rigoureux mais complexe CMIP (Common Management Information Protocol) ; la communauté Internet en a retenu l'essentiel dans une version simplifiée, SNMP, à laquelle les constructeurs se sont massivement ralliés."
"Qu'organise le modèle « Manager / Agent » ?","Le dialogue entre une station d'administration et les divers équipements qui fournissent des services sur un réseau (du routeur manageable au switch administrable) ; il vise à permettre la vision de bout en bout de la chaîne de liaison mobilisée par chaque session."
"Quels sont les trois aspects de la gestion des fautes (fault management) selon l'ISO ?","La surveillance (détecter les pannes, prendre en compte les événements non sollicités, les enregistrer et les analyser pour prévoir et prévenir) ; la localisation des pannes par sollicitation des équipements susceptibles d'être impliqués (en prenant garde aux effets de bord) ; et la résolution des pannes par les corrections appropriées."
"Pourquoi la gestion comptable de l'ISO reste-t-elle largement insatisfaite ?","Parce que l'imputation de la charge réseau n'est pas simplifiée par le fait que les équipements gèrent le plus souvent des liens logiques sans connaître leurs utilisateurs : ils ne s'intéressent pas au contenu des trames qu'ils véhiculent."
"Quelle difficulté particulière la gestion de la sécurité soulève-t-elle vis-à-vis des outils de surveillance ?","Les responsables de la sécurité (RSSI) regardent les outils de surveillance avec circonspection, car ceux-ci seraient un des truchements favoris des pirates : ces derniers tentent leurs intrusions à l'aide d'informations sur les ressources et leur fonctionnement, précisément ce que le modèle Manager / Agent structure et échange (ports 161 et 162)."
"Quels types d'objets de base les nœuds d'une MIB peuvent-ils contenir ?","Quatre types : des entiers, des chaînes de caractères, des identificateurs d'objet et des objets de type null. Les objets peuvent aussi être constitués de structures simples (tableaux et séquences), et sont définis dans un sous-ensemble de la syntaxe ASN.1 de la couche 6 du modèle OSI."
"Comment le nom d'un nœud de la MIB est-il obtenu et comment un objet est-il identifié ?","Le nom d'un nœud est obtenu par concaténation des noms de ses prédécesseurs séparés par un point. Un objet peut être désigné par un descripteur d'objet mnémonique (ex. ISO.Org.DoD.Internet.Mgmt.Mib.Ip.IpReceives) ou par un identifiant d'objet, l'OID (ex. 1.3.6.1.2.1.4.3.0, le 0 final désignant une occurrence)."
"Quelles sont les trois sortes d'objets d'une MIB ?","Les objets standard (règles d'évolution strictes, tous les logiciels du marché sont compatibles « MIB 2 », branches confiées à des organismes désignés), les objets privés (à la disposition des constructeurs, sous le nœud « private », chaque constructeur ayant un identifiant propre dans la branche « entreprise »), et les objets expérimentaux (utilisés par la communauté Internet pour tester de nouveaux objets en attente de normalisation)."
"Comment une branche standard de la MIB est-elle mise à jour tout en assurant la compatibilité ?","La mise à jour consiste à créer une nouvelle branche au même point d'implantation que la branche modifiée (déclarée obsolète) ; les objets équivalents dans les deux versions ne diffèrent que par l'identifiant de la nouvelle branche (ex. IpReceives est en 1.3.6.1.2.1.4.3 dans la MIB 1 et 1.3.6.1.2.2.4.3 dans la MIB 2), ce qui assure une compatibilité ascendante (reverse compatibility)."
"Pourquoi les constructeurs concentrent-ils leurs efforts sur leur branche privée de la MIB ?","Parce que ce n'est pas dans le domaine des informations des branches standards qu'ils peuvent emporter la décision d'achat : c'est donc dans leur branche privée qu'ils vont faire tous leurs efforts. Les fournisseurs de plates-formes d'administration utilisent alors un « compilateur de MIB » pour prendre en compte les nouvelles versions de MIB décrites en ASN.1, parfois vendues."
"Comment une station d'administration est-elle généralement organisée, et qu'est-ce qu'un agent ?","Une station d'administration comporte deux parties : l'une chargée du dialogue avec les équipements dont elle a la charge (en mode SNMP, CMIP ou des protocoles plus anciens), l'autre qui présente agréablement le résultat aux utilisateurs. Un agent est un processus qui s'exécute sur l'équipement considéré et qui délivre à la station habilitée les informations obtenues des équipements auxquels il est rattaché."
"Dans le dialogue SNMP, quel est le seul cas où l'agent a l'initiative ?","L'alarme (Trap) : dans tous les autres cas, c'est l'administrateur qui interroge l'agent pour obtenir un ou plusieurs indicateurs désignés par leur OID, et l'agent répond."
"Quels messages sont échangés en SNMP entre manager et agent ?","GetRequest (demande d'une info ; réponse GetResponse ou NoSuchObject), GetNextRequest (demande de la suivante), GetBulk (demande d'un lot d'informations), SetRequest (mise à jour d'une information) et Trap (alarme, sans réponse)."
"Pourquoi CMIP, théoriquement préférable, est-il délaissé au profit de SNMP ?","CMIP est fondé sur un modèle objet, a mieux pris en compte la sécurité et opère en mode connecté (la station sait en permanence si les agents sont actifs et en état de répondre), mais il est délaissé pour des raisons de complexité : quelques centaines de lignes de code C suffisent à écrire un manager ou un agent SNMP, d'où son utilisation massive."
"Quelles sont les faiblesses de sécurité de SNMPv2 et les apports de SNMPv3 ?","SNMPv2 : pas de chiffrement des échanges et mot de passe « communauté » transmis en clair durant les sessions. SNMPv3 : authentification par utilisateur via le modèle USM (User-based Security Model, hachage MD5 et SHA, chiffrement des clés privées avec DES pour l'instant) et contrôle d'accès aux ressources à plusieurs niveaux. La V3 n'est pas une simple mise à jour : elle s'implémente au-dessus des versions 1 et 2 pour leur fournir ses services de sécurité."
"Quelles sont les trois limites principales de la supervision globale (SNMP) ?","Elle porte sur des trafics ou des charges sans les individualiser (on sait que le trafic IP croît mais pas à qui l'attribuer) ; la simplicité du protocole ne permet pas de construire des outils d'intervention ; et tant que les développeurs n'enrichissent pas les compteurs de la branche « application » de la MIB, une bonne part du fonctionnement reste impénétrable aux outils d'administration."
"Comment les sondes RMON comblent-elles les lacunes de la supervision globale ?","Les sondes associées à la « MIB RMON » (ou des automates programmables) surveillent de manière autonome des portions de réseau ou des applications, réagissent aux événements locaux, et rapportent en SNMP des informations synthétisées aux administrateurs."
"Quel protocole assure la fonction de « maître du temps » sur un réseau et pourquoi est-ce nécessaire ?","Le protocole NTP (Network Time Protocol), construit selon une hiérarchie en couches, synchronise les horloges des équipements malgré le fonctionnement en mode non connecté d'IP. La mise à jour des horloges sur une même base de temps est impérieuse pour la corrélation des problèmes de réseau et la gestion centralisée de la sécurité."
"Quels sont les trois types d'outils de supervision, et lequel est privilégié à la DGI ?","Le « Framework » (outil intégré comprenant tous les éléments : OpenView d'HP, Tivoli d'IBM, Openmaster de Bull, Unicenter de Computer Associates) ; une série d'outils à fonctionnalité propre intégrables sur une plate-forme (plus ouvert, meilleure interopérabilité) ; et les produits libres (souplesse, mise en œuvre sans procédure de passation de marché), solution actuellement privilégiée."
